,serial_number,capacity_bytes,failure,smart_5_raw,smart_187_raw,smart_188_raw,smart_197_raw,smart_198_raw,smart_9_raw,smart_193_raw,smart_194_raw,smart_241_raw,smart_242_raw
9121,Z3016LZ6,4000787030016,0,0.0,0.0,0.0,0.0,0.0,35432,38763.0,27,28492573886.0,241897198552.0
3545,Z3025L8R,4000787030016,1,0.0,0.0,3.0,0.0,0.0,29496,138107.0,27,25540503267.0,236355720642.0
3546,Z3025L8R,4000787030016,1,0.0,0.0,3.0,0.0,0.0,29472,138107.0,28,25538706039.0,236319794253.0
4231,Z304KBZE,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20481,5739.0,22,42039640496.0,79995885274.0
3546,Z3025L8R,4000787030016,1,0.0,0.0,3.0,0.0,0.0,29449,138107.0,28,25536846468.0,236287414559.0
19400,Z300WCPV,4000787030016,0,0.0,0.0,0.0,0.0,0.0,37390,10595.0,22,30411916058.0,266940310036.0
3545,Z3025L8R,4000787030016,1,0.0,0.0,3.0,0.0,0.0,29424,138107.0,28,25534975394.0,236252407023.0
29047,Z305GVMT,4000787030016,0,0.0,0.0,0.0,0.0,0.0,18149,54002.0,26,32738328672.0,67905314632.0
3553,Z3025L8R,4000787030016,1,0.0,0.0,3.0,0.0,0.0,29400.0,138107.0,28.0,25532748751.0,236217158793.0
20450,Z300QPK1,4000787030016,0,0.0,0.0,0.0,0.0,0.0,37335,112954.0,29,28312114744.0,203135121105.0
3553,Z3025L8R,4000787030016,1,0.0,0.0,3.0,0.0,0.0,29377,138107.0,26,25530328911.0,236178229832.0
13334,Z304L9VY,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20249,228042.0,19,28393425944.0,68421180100.0
3553,Z3025L8R,4000787030016,1,0.0,0.0,3.0,0.0,0.0,29351,138107.0,27,25527899082.0,236127666883.0
16857,Z304LAPN,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20450,12154.0,24,39886004024.0,82873419874.0
3553,Z3025L8R,4000787030016,1,0.0,0.0,3.0,0.0,0.0,29327,138107.0,27,25526058033.0,236096115650.0
8821,Z300XGPY,4000787030016,0,0.0,0.0,0.0,0.0,0.0,37364,21180.0,23,31407223768.0,249876968759.0
3553,Z3025L8R,4000787030016,1,0.0,0.0,3.0,0.0,0.0,29303,138107.0,27,25524242458.0,236061779253.0
17417,Z300ZQX4,4000787030016,0,0.0,0.0,0.0,0.0,0.0,36411,10780.0,18,28490124946.0,221659503232.0
3563,Z3025L8R,4000787030016,1,0.0,0.0,3.0,0.0,0.0,29279,138107.0,27,25522356272.0,236030294427.0
25175,S300T9PS,4000787030016,0,0.0,0.0,0.0,0.0,0.0,14816,451.0,21,25694747888.0,67391182481.0
16614,Z305D2FT,4000787030016,0,0.0,0.0,0.0,0.0,0.0,18664,4790.0,23,38338631952.0,80886620789.0
16087,S30109Q5,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22477,22089.0,36,47728607896.0,64844216096.0
18616,S301096G,4000787030016,0,0.0,2.0,0.0,0.0,0.0,22477,18792.0,36,48931854632.0,67391645491.0
19391,Z302F45A,4000787030016,0,0.0,0.0,0.0,0.0,0.0,27222,52479.0,19,50267080824.0,84851439170.0
10601,Z300PB69,4000787030016,1,0.0,0.0,0.0,0.0,0.0,38437,48194.0,26,31607430336.0,296467696383.0
17788,Z30111G6,4000787030016,1,0.0,6.0,0.0,8.0,8.0,36028,28471.0,26,29031766922.0,256764884380.0
22645,S301KX17,4000787030016,1,0.0,0.0,0.0,0.0,0.0,20881,10513.0,26,43045381416.0,82419832348.0
25846,Z300XEFF,4000787030016,1,3184.0,0.0,0.0,328.0,328.0,38250,12906.0,25,34093308056.0,260306432093.0
10621,Z300PB69,4000787030016,1,0.0,0.0,0.0,0.0,0.0,38413.0,48194.0,26.0,31604789960.0,296430528725.0
17197,Z302A15V,4000787030016,0,0.0,0.0,0.0,0.0,0.0,27867,28112.0,23,23597699855.0,213894133563.0
17816,Z30111G6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,36003.0,28468.0,26.0,29029549440.0,256731643886.0
2575,Z300K0S2,4000787030016,0,0.0,0.0,0.0,0.0,0.0,39582,22590.0,21,29174781690.0,162682391954.0
22678,S301KX17,4000787030016,1,0.0,0.0,0.0,0.0,0.0,20857.0,10513.0,26.0,43038997728.0,82247230725.0
19817,Z304KR1J,4000787030016,0,0.0,0.0,0.0,0.0,0.0,21388,6873.0,23,44479607016.0,89925054884.0
25881,Z300XEFF,4000787030016,1,3184.0,0.0,0.0,328.0,328.0,38226.0,12242.0,26.0,34091984648.0,260267913544.0
22121,Z305K1S8,4000787030016,0,0.0,0.0,0.0,0.0,0.0,17568,3667.0,22,36441288824.0,89039204168.0
10621,Z300PB69,4000787030016,1,0.0,0.0,0.0,0.0,0.0,38389,48194.0,26,31601766312.0,296387630478.0
26129,Z303R3BX,4000787030016,0,0.0,0.0,0.0,0.0,0.0,21799,11923.0,26,44263313544.0,66538566883.0
17815,Z30111G6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,35979,28467.0,26,29027241864.0,256696714760.0
12995,Z305DJ2Y,4000787030016,0,0.0,0.0,0.0,0.0,0.0,17075,134800.0,17,12088361297.0,33067079185.0
22677,S301KX17,4000787030016,1,0.0,0.0,0.0,0.0,0.0,20833,10513.0,25,43031485792.0,82075340334.0
12782,S301PQD1,4000787030016,0,0.0,0.0,0.0,0.0,0.0,21388,6187.0,23,45989067560.0,78125150231.0
25880,Z300XEFF,4000787030016,1,3184.0,0.0,0.0,328.0,328.0,38202,12242.0,25,34088603164.0,260220876728.0
7312,Z302SY61,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22495,20412.0,20,46363030552.0,62159578152.0
10624,Z300PB69,4000787030016,1,0.0,0.0,0.0,0.0,0.0,38372,48194.0,25,31600348866.0,296365044337.0
26342,Z3059JZJ,4000787030016,0,0.0,0.0,0.0,0.0,0.0,19039,7615.0,23,38230349808.0,69521078847.0
17818,Z30111G6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,35948,28467.0,25,29023894262.0,256651047985.0
20035,S300VKWR,4000787030016,0,0.0,0.0,0.0,0.0,0.0,23433,115509.0,22,37639397248.0,88066220641.0
22681,S301KX17,4000787030016,1,0.0,0.0,0.0,0.0,0.0,20810,10512.0,26,43022183048.0,81892937833.0
12363,Z304KBVH,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20404,4434.0,23,44870267400.0,82989903478.0
25884,Z300XEFF,4000787030016,1,1024.0,0.0,0.0,0.0,0.0,38179,12242.0,24,34086009542.0,260182290974.0
18059,S300Z5DS,4000787030016,0,0.0,0.0,0.0,0.0,0.0,24801,36270.0,22,50060879760.0,76104206475.0
10624,Z300PB69,4000787030016,1,0.0,0.0,0.0,0.0,0.0,38348,48194.0,27,31598347444.0,296326653175.0
24551,Z305BSRP,4000787030016,0,0.0,0.0,0.0,0.0,0.0,18700,3900.0,26,38940369800.0,72028619435.0
17818,Z30111G6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,35924,28467.0,25,29021948848.0,256621937746.0
21717,Z3016MFT,4000787030016,0,0.0,0.0,0.0,0.0,0.0,35310,11227.0,24,27357981708.0,172567023744.0
22679,S301KX17,4000787030016,1,0.0,0.0,0.0,0.0,0.0,20786,10512.0,25,43016908120.0,81734316788.0
12829,Z305MDZV,4000787030016,0,0.0,3.0,0.0,0.0,0.0,17571,4535.0,25,34418377208.0,72962263409.0
25882,Z300XEFF,4000787030016,1,1008.0,0.0,0.0,0.0,0.0,38155,12242.0,25,34083943850.0,260151213865.0
30238,S301PV9Y,4000787030016,0,0.0,0.0,0.0,0.0,0.0,19917,126653.0,23,27540414072.0,81660283949.0
10624,Z300PB69,4000787030016,1,0.0,0.0,0.0,0.0,0.0,38324,48194.0,27,31596407040.0,296290518943.0
185,S300XQQ2,4000787030016,0,0.0,0.0,0.0,0.0,0.0,27747,52188.0,18,24629643624.0,224849906922.0
17818,Z30111G6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,35900,28467.0,25,29020050378.0,256592403563.0
21757,Z300GPYL,4000787030016,0,0.0,0.0,0.0,0.0,0.0,40947,138622.0,20,33145157094.0,212125789076.0
22681,S301KX17,4000787030016,1,0.0,0.0,0.0,0.0,0.0,20761,10512.0,25,43007464496.0,81585792892.0
26846,S300XPA2,4000787030016,0,0.0,0.0,0.0,0.0,0.0,27749,43115.0,21,25054516038.0,206223565134.0
25884,Z300XEFF,4000787030016,1,1008.0,0.0,0.0,0.0,0.0,38130,12242.0,25,34081721580.0,260116854437.0
17771,Z3052ZMQ,4000787030016,0,0.0,0.0,0.0,0.0,0.0,18414,7544.0,27,37739040528.0,91963170117.0
10637,Z300PB69,4000787030016,1,0.0,0.0,0.0,0.0,0.0,38301,48194.0,27,31594116808.0,296258309306.0
3482,Z3029ZZ6,4000787030016,0,0.0,0.0,0.0,0.0,0.0,27222,53404.0,20,52170405808.0,102155242699.0
17822,Z30111G6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,35877,28467.0,25,29018107780.0,256562555892.0
10532,S301GMGT,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20883,5965.0,26,41602596936.0,82552678117.0
22672,S301KX17,4000787030016,1,0.0,0.0,0.0,0.0,0.0,20737,10512.0,25,42995809432.0,81436311967.0
16861,Z304LAPJ,4000787030016,0,0.0,0.0,0.0,0.0,0.0,21390,7098.0,27,46484333368.0,84924158637.0
25895,Z300XEFF,4000787030016,1,1008.0,0.0,0.0,0.0,0.0,38106,12242.0,25,34079682484.0,260083019309.0
22442,Z302B0WD,4000787030016,0,0.0,0.0,0.0,0.0,0.0,27604,27801.0,28,24095364616.0,187967415655.0
10635,Z300PB69,4000787030016,1,0.0,0.0,0.0,0.0,0.0,38276,48194.0,26,31591205052.0,296215828909.0
15012,Z305GW8R,4000787030016,0,0.0,0.0,0.0,0.0,0.0,18216,3629.0,32,40462793336.0,91486995232.0
17821,Z30111G6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,35852,28467.0,25,29015438870.0,256529267650.0
22609,S300Z6CK,4000787030016,0,0.0,0.0,0.0,0.0,0.0,24850,38042.0,21,51147890328.0,93945480612.0
22672,S301KX17,4000787030016,1,0.0,0.0,0.0,0.0,0.0,20713,10512.0,26,42985977096.0,81308785250.0
6920,Z300GYN5,4000787030016,0,0.0,0.0,0.0,0.0,0.0,37982,23057.0,24,31852025864.0,265964142062.0
25895,Z300XEFF,4000787030016,1,1008.0,0.0,0.0,0.0,0.0,38083,12242.0,24,34077272858.0,260045876025.0
28099,Z302F285,4000787030016,0,0.0,0.0,0.0,0.0,0.0,27220,56274.0,21,52149336760.0,87705220597.0
10633,Z300PB69,4000787030016,1,0.0,0.0,0.0,0.0,0.0,38252,48194.0,26,31588504716.0,296172504488.0
15355,Z300ZTB1,4000787030016,0,0.0,0.0,0.0,0.0,0.0,36017,74484.0,28,30619601624.0,262244680400.0
17822,Z30111G6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,35828,28467.0,26,29012047354.0,256496053517.0
8107,Z3029ZPZ,4000787030016,0,0.0,0.0,0.0,0.0,0.0,27212,53600.0,24,51983221872.0,114380776286.0
22673,S301KX17,4000787030016,1,0.0,0.0,0.0,0.0,0.0,20690,10512.0,26,42976136408.0,81115798258.0
14964,S301GQ1P,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20883,10108.0,23,42723984592.0,68295291071.0
25896,Z300XEFF,4000787030016,1,1008.0,0.0,0.0,0.0,0.0,38058,12242.0,24,34075024118.0,260012992246.0
17407,S3010LRZ,4000787030016,0,0.0,0.0,0.0,0.0,0.0,24859,38017.0,21,48615346608.0,76259297450.0
10635,Z300PB69,4000787030016,1,0.0,0.0,0.0,0.0,0.0,38225,48194.0,27,31585302834.0,296128508335.0
28567,Z3016R62,4000787030016,0,0.0,0.0,0.0,0.0,0.0,35192,16706.0,25,28060393146.0,225783950356.0
17822,Z30111G6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,35804,28467.0,25,29009142152.0,256454216627.0
17035,Z302AJXB,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22477,22313.0,33,49003781288.0,66540246388.0
22670,S301KX17,4000787030016,1,0.0,0.0,0.0,0.0,0.0,20666,10512.0,25,42969478760.0,80948524649.0
13400,Z304JWB2,4000787030016,0,0.0,0.0,0.0,0.0,0.0,21384,7924.0,22,44923365136.0,74090683809.0
25894,Z300XEFF,4000787030016,1,1008.0,0.0,0.0,0.0,0.0,38034,12242.0,23,34072614952.0,259978012387.0
23050,S3010LSC,4000787030016,0,0.0,0.0,0.0,0.0,0.0,24848,37272.0,21,48659303720.0,74037595888.0
7100,Z3042LNG,4000787030016,0,0.0,0.0,0.0,0.0,0.0,21390,6804.0,20,44635532552.0,90215910275.0
27264,Z304K43J,4000787030016,1,384.0,18.0,1.0,184.0,184.0,20134,133403.0,19,27447185504.0,68877889671.0
27268,Z304K43J,4000787030016,1,312.0,9.0,0.0,96.0,96.0,20110,133400.0,19,27387442576.0,68719385182.0
17236,Z301CF65,4000787030016,0,0.0,0.0,0.0,0.0,0.0,28733,20588.0,19,19211867100.0,101456728447.0
27266,Z304K43J,4000787030016,1,280.0,8.0,0.0,96.0,96.0,20086,133400.0,19,27338099248.0,68528511457.0
28029,Z30111LQ,4000787030016,0,0.0,0.0,0.0,0.0,0.0,35975,57444.0,24,28152904792.0,176723868543.0
27269,Z304K43J,4000787030016,1,264.0,8.0,0.0,96.0,96.0,20062,133400.0,19,27293241592.0,68333397756.0
15808,Z300ZRW9,4000787030016,0,0.0,0.0,3.0,0.0,0.0,35101,94468.0,22,34379502337.0,409706562333.0
27279,Z304K43J,4000787030016,1,216.0,7.0,0.0,32.0,32.0,20037,133400.0,20,27244336584.0,68159150421.0
2348,Z305DERN,4000787030016,0,0.0,0.0,0.0,0.0,0.0,18005,54942.0,27,33637576008.0,59394962717.0
27279,Z304K43J,4000787030016,1,168.0,7.0,0.0,24.0,24.0,20014,133400.0,19,27203113200.0,67989967983.0
10286,Z3015L2N,4000787030016,0,0.0,0.0,0.0,0.0,0.0,28243,58497.0,21,22075432699.0,200785077047.0
27278,Z304K43J,4000787030016,1,152.0,7.0,0.0,24.0,24.0,19990,133400.0,19,27157365368.0,67810771695.0
27293,Z307SWMC,4000787030016,0,0.0,0.0,0.0,0.0,0.0,5364,128.0,23,11297751688.0,31343050647.0
27275,Z304K43J,4000787030016,1,120.0,4.0,0.0,0.0,0.0,19963,133400.0,19,27102454832.0,67548537386.0
15732,W300E0MF,4000787030016,0,0.0,0.0,0.0,0.0,0.0,41452,48693.0,20,31928837736.0,316085678066.0
27278,Z304K43J,4000787030016,1,120.0,4.0,0.0,0.0,0.0,19939.0,133400.0,18.0,27016774360.0,67348758761.0
25842,Z3014R2R,4000787030016,0,0.0,0.0,0.0,0.0,0.0,35266,53055.0,23,26822263748.0,148283149941.0
27277,Z304K43J,4000787030016,1,104.0,3.0,0.0,0.0,0.0,19915,133400.0,19,26938725544.0,67180749433.0
9848,S300Z4C9,4000787030016,0,0.0,0.0,0.0,0.0,0.0,24802,38588.0,22,49223863976.0,64015696769.0
10697,Z305D2GH,4000787030016,0,0.0,0.0,0.0,0.0,0.0,18627,4380.0,32,37735717256.0,65188982299.0
26081,S300VKW9,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22995,45948.0,34,48017387512.0,87493484958.0
11467,Z304CTXE,4000787030016,0,0.0,0.0,0.0,0.0,0.0,5220,3056.0,25,8315461481.0,6885675866.0
9249,Z3012P1G,4000787030016,0,0.0,0.0,0.0,0.0,0.0,36820,21673.0,29,29425389298.0,255238812138.0
6371,Z304JLA6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,20287,10473.0,22,41690069080.0,71980640887.0
7293,Z305D27Y,4000787030016,1,0.0,0.0,0.0,0.0,0.0,18330,8778.0,22,36538417760.0,114170269099.0
7442,S301PS72,4000787030016,1,0.0,0.0,0.0,0.0,0.0,21316,7601.0,23,46351418920.0,74057993964.0
20612,Z300HQDD,4000787030016,1,0.0,0.0,0.0,0.0,0.0,40209,90003.0,29,32034167382.0,336755768482.0
6372,Z304JLA6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,20263,10473.0,22,41673517488.0,71852141840.0
26098,Z305D6E0,4000787030016,0,0.0,0.0,0.0,0.0,0.0,18605,5017.0,28,39793318376.0,63371105890.0
7293,Z305D27Y,4000787030016,1,0.0,0.0,0.0,0.0,0.0,18305,8778.0,26,36522953120.0,114028368706.0
14873,Z304KBLZ,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20339,5090.0,23,44723099264.0,85700443287.0
7442,S301PS72,4000787030016,1,0.0,0.0,0.0,0.0,0.0,21292,7601.0,24,46337538840.0,73900178413.0
29242,Z304LA9B,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20287,11487.0,25,42159896952.0,78706116680.0
20612,Z300HQDD,4000787030016,1,0.0,0.0,0.0,0.0,0.0,40185,90003.0,28,32032213830.0,336721498051.0
2248,Z304JN1Y,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20627,15401.0,23,40387996264.0,79360237250.0
6372,Z304JLA6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,20239,10473.0,22,41655154528.0,71714812115.0
20504,Z302F2H6,4000787030016,0,0.0,0.0,0.0,0.0,0.0,25486,32659.0,19,52905224699.0,74702585261.0
7293,Z305D27Y,4000787030016,1,0.0,0.0,0.0,0.0,0.0,18282,8778.0,24,36502747304.0,113864413392.0
28973,Z305B5X2,4000787030016,0,0.0,18.0,0.0,8.0,8.0,18335,9685.0,33,36346180840.0,78982629062.0
7442,S301PS72,4000787030016,1,0.0,0.0,0.0,0.0,0.0,21268,7601.0,24,46328652808.0,73762622501.0
19118,Z304RLVC,4000787030016,0,0.0,0.0,0.0,0.0,0.0,19825,33039.0,20,40519440400.0,80301247626.0
20613,Z300HQDD,4000787030016,1,0.0,0.0,0.0,0.0,0.0,40161,90003.0,28,32030169804.0,336690470714.0
518,S300ZAFF,4000787030016,0,0.0,0.0,0.0,0.0,0.0,23647,33671.0,24,49536232256.0,89069327572.0
6387,Z304JLA6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,20215,10473.0,22,41644771584.0,71622626191.0
23378,Z3059HXH,4000787030016,0,0.0,0.0,0.0,0.0,0.0,18968,8448.0,20,39753369984.0,70196257026.0
7309,Z305D27Y,4000787030016,1,0.0,0.0,0.0,0.0,0.0,18257,8778.0,27,36492887048.0,113728219171.0
15914,Z304GJ05,4000787030016,0,0.0,0.0,0.0,0.0,0.0,19964,120330.0,24,27707120232.0,90721629213.0
7457,S301PS72,4000787030016,1,0.0,0.0,0.0,0.0,0.0,21244,7601.0,24,46305947056.0,73611307516.0
15400,Z302SZ12,4000787030016,0,0.0,0.0,0.0,0.0,0.0,21728,10620.0,35,44901494360.0,70612504484.0
20609,Z300HQDD,4000787030016,1,0.0,0.0,0.0,0.0,0.0,40137,90003.0,28,32027878748.0,336655817619.0
11669,S300Z4KQ,4000787030016,0,0.0,0.0,0.0,0.0,0.0,23285,46582.0,23,48431017064.0,75214742834.0
6386,Z304JLA6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,20191,10473.0,22,41632727456.0,71468599235.0
464,Z305EV2X,4000787030016,0,0.0,0.0,0.0,0.0,0.0,18147,3290.0,24,40438011656.0,73501104238.0
7308,Z305D27Y,4000787030016,1,0.0,0.0,0.0,0.0,0.0,18233,8778.0,22,36481534216.0,113597529163.0
17338,S30107AR,4000787030016,0,0.0,0.0,0.0,0.0,0.0,25470,32842.0,17,51889140656.0,72440527931.0
7456,S301PS72,4000787030016,1,0.0,0.0,0.0,0.0,0.0,21220,7601.0,24,46290425904.0,73473481273.0
12430,Z300XGVD,4000787030016,0,0.0,0.0,0.0,0.0,0.0,37194,138745.0,32,28112459768.0,226454020760.0
20609,Z300HQDD,4000787030016,1,0.0,0.0,0.0,0.0,0.0,40113,90003.0,24,32025830868.0,336622908775.0
23451,Z300GQEK,4000787030016,0,0.0,0.0,0.0,0.0,0.0,40189,97142.0,24,29303226972.0,196896008900.0
6383,Z304JLA6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,20167,10473.0,22,41603958992.0,71342731191.0
1436,Z304LA3E,4000787030016,0,0.0,0.0,0.0,0.0,0.0,21311,9403.0,25,45478309016.0,81954684595.0
7305,Z305D27Y,4000787030016,1,0.0,0.0,0.0,0.0,0.0,18210,8778.0,23,36471420032.0,113513322901.0
11991,Z30111D4,4000787030016,0,0.0,0.0,0.0,0.0,0.0,35959,57304.0,22,28135521162.0,177085025863.0
7453,S301PS72,4000787030016,1,0.0,0.0,0.0,0.0,0.0,21196,7601.0,24,46273382216.0,73363648484.0
4020,Z305G3NJ,4000787030016,0,0.0,0.0,0.0,0.0,0.0,18153,3227.0,32,41008313984.0,71354632166.0
20610,Z300HQDD,4000787030016,1,0.0,0.0,0.0,0.0,0.0,40089,90003.0,24,32023852966.0,336582839933.0
27745,Z3025K5N,4000787030016,0,0.0,0.0,0.0,0.0,0.0,28105,23771.0,29,25520385862.0,195468395220.0
6387,Z304JLA6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,20150,10470.0,22,41595634064.0,71256432861.0
15814,S301GTZG,4000787030016,0,0.0,0.0,0.0,0.0,0.0,21706,12618.0,32,45629256328.0,67778525850.0
7308,Z305D27Y,4000787030016,1,0.0,0.0,0.0,0.0,0.0,18186,8778.0,27,36458698144.0,113379370682.0
5954,Z304JGBL,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20336,4123.0,19,44595839272.0,80911437796.0
7457,S301PS72,4000787030016,1,0.0,0.0,0.0,0.0,0.0,21172,7599.0,24,46252278208.0,73203858569.0
30309,Z3051N2B,4000787030016,0,0.0,0.0,0.0,0.0,0.0,18964,7480.0,24,39263982032.0,71213989673.0
20606,Z300HQDD,4000787030016,1,0.0,0.0,0.0,0.0,0.0,40065,90003.0,23,32021530722.0,336543207109.0
27069,Z304KCAQ,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20521,54744.0,30,15214390665.0,79254758588.0
6386,Z304JLA6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,20126.0,10470.0,22.0,41584717840.0,71140608565.0
22125,S301GME5,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20809,10164.0,24,41872327936.0,67898862126.0
7307,Z305D27Y,4000787030016,1,0.0,0.0,0.0,0.0,0.0,18157.0,8776.0,26.0,36443246432.0,113165944511.0
3544,Z302T6N1,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22147,8119.0,23,44452264872.0,93581486325.0
7456,S301PS72,4000787030016,1,0.0,0.0,0.0,0.0,0.0,21152.0,7599.0,24.0,46241744392.0,73093273337.0
3090,Z305B9AK,4000787030016,0,0.0,0.0,0.0,0.0,0.0,18625,4697.0,32,40436867528.0,67103310533.0
20607,Z300HQDD,4000787030016,1,0.0,0.0,0.0,0.0,0.0,40036.0,90003.0,23.0,32017902622.0,336489454244.0
23334,Z3029AG9,4000787030016,0,0.0,0.0,0.0,0.0,0.0,28556,11117.0,28,35436834008.0,202168805389.0
6384,Z304JLA6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,20102,10470.0,22,41568194544.0,70975167070.0
11612,Z302AYW1,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22400,21995.0,32,47520399504.0,65048130620.0
7306,Z305D27Y,4000787030016,1,0.0,0.0,0.0,0.0,0.0,18133,8776.0,22,36422407496.0,113078815693.0
6284,Z305B6RS,4000787030016,0,0.0,0.0,0.0,0.0,0.0,19136,51905.0,26,11618596831.0,63303588565.0
7455,S301PS72,4000787030016,1,0.0,0.0,0.0,0.0,0.0,21128,7599.0,24,46230286496.0,72943720390.0
3968,Z305GWSR,4000787030016,0,0.0,0.0,0.0,0.0,0.0,18152,3070.0,22,42394913456.0,82043645388.0
20612,Z300HQDD,4000787030016,1,0.0,0.0,0.0,0.0,0.0,40012,90003.0,26,32014235954.0,336443408443.0
8742,Z301CS6J,4000787030016,0,0.0,0.0,0.0,0.0,0.0,24846,7269.0,19,35854046720.0,64549935746.0
6385,Z304JLA6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,20076,10470.0,22,41553651296.0,70806223750.0
15841,Z3059Q83,4000787030016,0,0.0,0.0,0.0,0.0,0.0,18966,8452.0,19,39900412672.0,66612208954.0
7309,Z305D27Y,4000787030016,1,0.0,0.0,0.0,0.0,0.0,18114,8776.0,23,36413786944.0,112959294126.0
29781,W3006KKX,4000787030016,0,0.0,0.0,0.0,0.0,0.0,40212,93095.0,27,31995381568.0,333028160438.0
7458,S301PS72,4000787030016,1,0.0,0.0,0.0,0.0,0.0,21102,7596.0,24,46216312584.0,72796949209.0
5583,Z30111WD,4000787030016,0,0.0,0.0,1.0,0.0,0.0,36276,10998.0,27,29033937388.0,241080646860.0
20616,Z300HQDD,4000787030016,1,0.0,0.0,0.0,0.0,0.0,39993,90003.0,25,32012492384.0,336414884344.0
27131,Z304N8L3,4000787030016,0,0.0,0.0,0.0,0.0,0.0,19039,31759.0,22,14370033279.0,74981286169.0
27954,Z304FGFC,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20546,11813.0,26,41690041248.0,71915091293.0
30144,Z3029AXS,4000787030016,0,0.0,0.0,0.0,0.0,0.0,27674,55113.0,28,24614223584.0,226754898970.0
19711,Z302FZXM,4000787030016,1,0.0,0.0,11.0,144.0,144.0,27024,98371.0,20,27067939827.0,241251177997.0
22564,W300DCRV,4000787030016,1,0.0,1.0,0.0,200.0,200.0,41397,68882.0,24,29579027754.0,187510664301.0
19714,Z302FZXM,4000787030016,1,0.0,0.0,11.0,96.0,96.0,27000,98371.0,20,27066418342.0,241222868933.0
16142,Z3023V3Q,4000787030016,0,0.0,0.0,0.0,0.0,0.0,29862,45942.0,29,23387364253.0,196093531708.0
22553,W300DCRV,4000787030016,1,0.0,1.0,0.0,200.0,200.0,41374,68882.0,24,29578911474.0,187178966345.0
25015,Z305D65E,4000787030016,0,0.0,0.0,0.0,0.0,0.0,18532,4307.0,29,39371228736.0,69646498445.0
19714,Z302FZXM,4000787030016,1,0.0,0.0,11.0,88.0,88.0,26976,98371.0,20,27064938854.0,241195168615.0
14814,Z300W3ET,4000787030016,0,0.0,0.0,0.0,0.0,0.0,38057,21642.0,19,30539361470.0,155628625364.0
22553,W300DCRV,4000787030016,1,0.0,1.0,0.0,200.0,200.0,41349,68882.0,24,29578791524.0,186836268967.0
27385,Z3029G2L,4000787030016,0,0.0,0.0,0.0,0.0,0.0,27796,62656.0,26,23733168388.0,239747040269.0
19715,Z302FZXM,4000787030016,1,0.0,0.0,11.0,16.0,16.0,26952,98371.0,21,27063300247.0,241163477285.0
20096,S300Z6WQ,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22358,19683.0,32,48188982704.0,81531613127.0
22554,W300DCRV,4000787030016,1,0.0,1.0,0.0,192.0,192.0,41325,68873.0,24,29577574330.0,186674889098.0
28914,Z304JG96,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20290,6003.0,19,43702423928.0,99522600592.0
19712,Z302FZXM,4000787030016,1,0.0,0.0,11.0,16.0,16.0,26928,98371.0,20,27061356222.0,241123347010.0
14158,Z305L329,4000787030016,0,0.0,0.0,0.0,0.0,0.0,17453,4325.0,25,34687699584.0,67864089019.0
22551,W300DCRV,4000787030016,1,0.0,1.0,0.0,128.0,128.0,41302,68873.0,24,29574541054.0,186638745391.0
27665,Z302G4TT,4000787030016,0,0.0,0.0,0.0,0.0,0.0,26956,359582.0,18,21558604513.0,236449622727.0
19711,Z302FZXM,4000787030016,1,0.0,0.0,11.0,16.0,16.0,26907.0,98371.0,20.0,27059445148.0,241068170457.0
